title,actors
Rascal,Bill Mumy; Pamela Toll; Steve Forrest; Elsa Lanchester
Beauty and the Beast,George C. Scott; Trish Van Devere; Virginia McKenna; Bernard Lee
Tom Thumb,Russ Tamblyn; Jessie Matthews; Peter Sellers
Around the World in Eighty Days,David Niven; Cantinflas; Robert Newton; Shirley MacLaine; Frank Sinatra; Fernandel
29th Street,Anthony La Paglia; Danny Aiello; Lainie Kazan; Frank Pesce
Yolanda and the Thief,Fred Astaire; Lucille Bremer; Frank Morgan
City Heat,Clint Eastwood; Burt Reynolds; Jane Alexander; Madeline Kahn
High Wall,Robert Taylor; Herbert Marshall; Audrey Totter
Northwest Passage,Spencer Tracy; Robert Young; Ruth Hussey; Walter Brennan
Johnny Belinda,Jane Wyman; Lew Ayres; Charles Bickford
You Can't Get Away with Murder,Humphrey Bogart; Billy Halop; Gale Page
To Please a Lady,Clark Gable; Barbara Stanwyck; Adolphe Menjou; Will Geer
Cause for Alarm,Loretta Young; Barry Sullivan; Bruce Cowling
Merry Andrew,Anna Maria Pierangeli; Danny Kaye; Robert Coote; Noel Purcell
Sahara,Brooke Shields; Lambert Wilson; Horst Buchholz; John Mills
Once Upon a Crime,Giancarlo Giannini; John Candy; James Belushi; Cybill Sheperd; Ornella Muti; Sean Young
Reversal of Fortune,Jeremy Irons; Glenn Close; Ron Silver; Annabella Sciorra
Pardners,Dean Martin; Jerry Lewis; Lori Nelson; Agnes Moorehead
Solomon and Sheba,Yul Brynner; Gina Lollobrigida; George Sanders; Marisa Pavan
From the Mixed-Up Files of Mrs. Basil E. Frankweiler,Ingrid Bergman; Richard Mulligan; George Rose
The Muppets Take Manhattan,Art Carney; Elliott Gould; Liza Minnelli; Dabney Coleman
Show People,Marion Davies; William Haines; Dell Henderson
The Blob,Steve McQueen; Aneta Corseaut; Earl Rowe; Olin Howlin
Labor of Love: the Arlette Schweitzer Story,Ann Jillian; Tracey Gold; Bill Smitrovich; Donald Logue
Hot Pursuit,John Cusack; Robert Loggia; Wendy Gazelle; Ben Stiller
Great Balls of Fire!,Dennis Quaid; Winona Ryder; Stephen Tobolowsky; John Doe
Detour,Tom Neal; Ann Savage; Claudia Drake; Edmund MacDonald
Lucy Gallant,Jane Wyman; Charlton Heston; Claire Trevor; Thelma Ritter
The Wild North,Stewart Granger; Wendell Corey; Cyd Charisse; Morgan Farley
Love Is a Many-Splendored Thing,Jennifer Jones; William Holden; Torin Thatcher; Isobel Elsom
Across the Great Divide,Robert Logan; Heather Rattray; Mark Edward Hall
Jane Eyre,Orson Welles; Joan Fontaine; Margaret O'Brien; Henry Daniell; Peggy Ann Garner; John Sutton; Sara Allgood; Agnes Moorehead; Aubrey Mather; Edith Barrett; Barbara Everest; Hillary Brooke
Journey to the Center of the Earth,James Mason; Pat Boone; Arlene Dahl; Diane Baker; Thayer David
The Reckless Moment,Joan Bennett; James Mason; Geraldine Brooks
The Covered Wagon,Lois Wilson; J. Warren Kerrigan; Alan Hale; Charles Ogle
Skyjacked,Charlton Heston; Yvette Mimieux; James Brolin; Claude Akins
The Crowd Roars,James Cagney; Joan Blondell; Ann Dvorak
High Risk,James Brolin; Cleavon Little; Lindsay Wagner; Ernest Borgnine
Speedway,Elvis Presley; Nancy Sinatra; Bill Bixby; Gale Gordon
Shining Through,Michael Douglas; Melanie Griffith; Liam Neeson; John Gielgud
5 Card Stud,Dean Martin; Robert Mitchum; Inger Stevens; Roddy McDowall
The Painted Veil,Greta Garbo; George Brent; Herbert Marshall
From Beyond,Jeffrey Combs; Barbara Crampton; Ken Foree
Speak Easily,Buster Keaton; Jimmy Durante; Thelma Todd; Hedda Hopper
Billy Bathgate,Dustin Hoffman; Loren Dean; Nicole Kidman; Bruce Willis
THX 1138,Robert Duvall; Maggie McOmie; Donald Pleasence; Ian Wolfe
Wolfen,Albert Finney; Diane Venora
Another Pair of Aces: Three of a Kind,Kris Kristofferson; Willie Nelson; Joan Severance; Rip Torn
There Was a Crooked Man,Kirk Douglas; Henry Fonda; Warren Oates; Burgess Meredith
Nomads,Pierce Brosnan; Lesley-Anne Down; Anna Maria Monticelli; Mary Woronov; Adam Ant; Nina Foch
Shattered Trust,Melissa Gilbert; Kate Nelligan; Ellen Burstyn
The Asphalt Jungle,Sterling Hayden; Sam Jaffe; Jean Hagen; Louis Calhern; Marilyn Monroe
Caddyshack II,Chevy Chase; Jackie Mason; Robert Stack; Dyan Cannon; Dina Merrill; Dan Aykroyd
Seven Minutes in Heaven,Jennifer Connelly; Maddie Corman; Byron Thames; Alan Boyce
A Double Life,Ronald Colman; Signe Hasso; Edmond O'Brien; Shelley Winters
The Mountain,Spencer Tracy; Robert Wagner; Claire Trevor; William Demarest
The Iron Horse,George O'Brien; Madge Bellamy; Charles Edward Bull
Summer School,Mark Harmon; Kirstie Alley; Dean Cameron
The Daring Dobermans,Charles Knox Robinson; Tim Considine
Saratoga,Clark Gable; Jean Harlow; Lionel Barrymore
The Gorgeous Hussy,Joan Crawford; Lionel Barrymore; Franchot Tone; James Stewart
Shadow of the Thin Man,William Powell; Myrna Loy; Barry Nelson; Donna Reed
Another Thin Man,William Powell; Myrna Loy; Otto Krüger; C. Aubrey Smith; Virginia Grey
Something of Value,Rock Hudson; Sidney Poitier; Dana Wynter
After the Thin Man,William Powell; Myrna Loy; James Stewart; Elissa Landi; Joseph Calleia
Ensign Pulver,Robert Walker jr.; Burl Ives; Walter Matthau; Larry Hagman; Tommy Sands
Dick Tracy Versus Cueball,Morgan Conway; Anne Jeffreys; Lyle Latell
Rasputin and the Empress,John Barrymore; Ethel Barrymore; Lionel Barrymore; Ralph Morgan; Diana Wynyard; Tad Alexabder
China Seas,Jean Harlow; Clark Gable; Wallace Beery; Rosalind Russell
The Wrath of God,Robert Mitchum; Rita Hayworth; Victor Buono; Frank Langella
Bulletproof,Gary Busey; Darlanne Fluegel; Henry Silva; Thalmus Rasulala
"Boy, Did I Get a Wrong Number!",Bob Hope; Elke Sommer; Phyllis Diller; Cesare Danova; Marjorie Lord
Mayflower: the Pilgrim's Adventures,Anthony Hopkins; Richard Crenna; Jenny Agutter; David Dukes
Calamity Jane,Doris Day; Howard Keel; Allyn Ann McLerie; Philip Carey; Gale Robbins
Gung Ho,Michael Keaton; Gedde Watanabe; Mimi Rogers; John Turturro
The Love Bug,Dean Jones; Michele Lee; David Tomlinson; Buddy Hackett
The Black Arrow,Louis Hayward; Janet Blair; George Macready
The Fisher King,Robin Williams; Jeff Bridges; Amanda Plummer; Mercedes Ruehl
Glengarry Glen Ross,Al Pacino; Jack Lemmon; Alan Arkin; Ed Harris; Alec Baldwin
Joshua's Heart,Melissa Gilbert; Tim Matheson; Matthew Lawrence; Lisa Eilbacher
Nobody's Perfect,Chad Lowe; Gail O'Grady; Patrick Breen; Vitas Gerulaitis
Nothing But Trouble,Chevy Chase; Dan Aykroyd; Demi Moore; John Candy
The Gift of Love,Lauren Bacall; Robert Stack; Evelyn Rudie; Lorne Greene
"The Long, Hot Summer",Paul Newman; Orson Welles; Joanne Woodward; Anthony Franciosa; Lee Remick
Jack's Back,James Spader; Cynthia Gibb; Rod Loomis; Rex Ryon
Empty Cradle,Kate Jackson; Lori Loughlin; Eriq La Salle; David Lansbury
Bank Shot,George C. Scott; Sorrell Brooke; Joanna Cassidy; Bob Balaban
Witness,Harrison Ford; Kelly McGillis; Lukas Haas; Josef Sommer; Jan Rubes; Alexander Godunov; Danny Glover; Brent Jennings; Patti LuPone; Angus MacInnes
The Dead Zone,Christopher Walken; Brooke Adams; Martin Sheen; Nicholas Campbell
They All Laughed,Ben Gazzara; Audrey Hepburn; John Ritter; Colleen Camp; Dorothy Stratten
To Have and Have Not,Hoagy Carmichael; Lauren Bacall; Humphrey Bogart; Walter Brennan; Lauren Bacall; Hoagy Carmichael
Reunion in France,Joan Crawford; John Wayne; John Dorn
Stand Up and Fight,Wallace Beery; Robert Taylor; Florence Rice
Rose Marie,Howard Keel; Ann Blyth; Fernando Lamas
Busting,Elliott Gould; Robert Blake; Allen Garfield
Barfly,Mickey Rourke; Faye Dunaway; Alice Krige
Amityville 3-D,Tony Roberts; Tess Harper; Robert Joy; Meg Ryan; Candy Clark
Watch on the Rhine,Paul Lukas; Bette Davis; Lucille Watson; George Coulouris
The Texas Rangers,Fred MacMurray; Jack Oakie; Lloyd Nolan; Jean Parker
Stalked,Maryam D'Abo; Jay Underwood; Lisa Blount; Tod Fennell
The Clairvoyant,Perry King; Elizabeth Kemp; Norman Parker; Kenneth McMillan
Victory at Entebbe,Helmut Berger; Kirk Douglas; Anthony Hopkins; Burt Lancaster; Elizabeth Taylor; Christian Marquand
Escape from the Planet of the Apes,Roddy McDowall; Kim Hunter; Sal Mineo; Bradford Dillman
Goodfellas,Robert De Niro; Ray Liotta; Joe Pesci; Lorraine Bracco; Paul Sorvino; Frank Sivero; Mike Starr; Frank Vincent; Chuck Low; Frank DiLeo; Gina Mastrogiacomo; Suzanne Shepherd
Married to the Mob,Michelle Pfeiffer; Matthew Modine; Dean Stockwell; Alec Baldwin
Gentlemen Prefer Blondes,Marilyn Monroe; Jane Russell; Charles Coburn; Elliott Reid
Making the Grade,Judd Nelson; Jonna Lee; Gordon Jump; Dana Olsen
Memoirs of an Invisible Man,Chevy Chase; Daryl Hannah; Sam Neill; Michael McKean; Stephen Tobolowsky
"Good Morning, Miss Dove!",Jennifer Jones; Robert Stack; Kipp Hamilton; Robert Douglas
Maxie,Glenn Close; Mandy Patinkin; Ruth Gordon; Barnard Hughes
Renegades,Kiefer Sutherland; Lou Diamond Phillips; Jami Gertz
A Few Good Men,Tom Cruise; Jack Nicholson; Demi Moore; Kevin Bacon; Kiefer Sutherland; Kevin Pollak; James Marshall; J.T. Walsh; Christopher Guest
Hero,Dustin Hoffman; Geena Davis; Andy Garcia; Joan Cusack
Killer in the Mirror,Ann Jillian; Len Cariou
Times Square,Tim Curry; Trini Alvarado; Robin Johnson; Peter Coffield
Forsaking All Others,Clark Gable; Joan Crawford; Robert Montgomery; Charles Butterworth
A Free Soul,Lionel Barrymore; Norma Shearer; Leslie Howard; Clark Gable
Firestarter,Drew Barrymore; George C. Scott; David Keith; Martin Sheen
Fire in the Sky,D.B. Sweeney; Robert Patrick; Craig Sheffer; Peter Berg
Forever Young,Mel Gibson; Jamie Lee Curtis; Elijah Wood; Isabel Glasser
Cop and a Half,Burt Reynolds; Norman D. Golden II; Ray Sharkey; Ruby Dee
Cliffhanger,Sylvester Stallone; John Lithgow; Michael Rooker; Janine Turner; Caroline Goodall
Equinox,Matthew Modine; Marisa Tomei; Tyra Ferrell; M. Emmet Walsh; Lara Flynn Boyle
The Public Enemy,James Cagney; Jean Harlow; Edward Woods; Joan Blondell; Donald Cook; Leslie Fenton; Beryl Mercer; Robert Emmett O'Connor; Murray Kinnell; Mae Clarke
Unforgiven,Clint Eastwood; Gene Hackman; Morgan Freeman; Richard Harris
Conquest of the Planet of the Apes,Roddy McDowall; Don Murray; Ricardo Montalban
Paris - When It Sizzles,William Holden; Audrey Hepburn; Noël Coward; Gregoire Aslan
Peyton Place,Lana Turner; Hope Lange; Lee Philips; Arthur Kennedy; Diane Varsi
Wildcats,Goldie Hawn; James Keach; Barney McGill; Tab Thacker; M. Emmet Walsh; Swoosie Kurtz
"I, the Jury",Armand Assante; Barbara Carrera; Paul Sorvino; Laurene Landon
Hotel,James Brolin; Connie Sellecca; Shari Belafonte; Shea Farrell
Singles,Bridget Fonda; Campbell Scott; Kyra Sedgwick; Matt Dillon
Groundhog Day,Bill Murray; Andie MacDowell; Chris Elliott; Stephen Tobolowsky
The Devil Doll,Lionel Barrymore; Maureen O'Sullivan; Rafaela Ottiano
Latin Lovers,Lana Turner; Ricardo Montalban; John Lund; Louis Calhern
The Prince of Tides,Barbra Streisand; Nick Nolte; Blythe Danner; Kate Nelligan
The Virginian,Joel McCrea; Brian Donlevy; Sonny Tufts; Barbara Britton
Private Parts,Ann Ruymen; Lucille Benson; Laurie Main; John Ventantonio
The Assassin,Bridget Fonda; Gabriel Byrne; Dermot Mulroney; Anne Bancroft; Harvey Keitel
Innocent Blood,Anthony La Paglia; Anne Parillaud; Robert Loggia; Chazz Palminteri
Honeymoon in Vegas,James Caan; Nicolas Cage; Sarah Jessica Parker; Anne Bancroft
Posse,Mario Van Peebles; Stephen Baldwin; Charles Lane; Billy Zane; Isaac Hayes; Pam Grier
Trespass,Bill Paxton; Ice T; William Sadler; Ice Cube; Art Evans
A Place for Annie,Sissy Spacek; Joan Plowright; Mary-Louise Parker
The Secretary,Mel Harris; Sheila Kelly; Barry Bostwick; James Russo; Ray Baker
Confidential Agent,Charles Boyer; Lauren Bacall; Katina Paxinou; Peter Lorre
The Last of the Mohicans,Daniel Day-Lewis; Madeleine Stowe; Russell Means; Wes Studi
Twilight's Last Gleaming,Burt Lancaster; Richard Widmark; Charles Durning; Melvyn Douglas
The World of Don Camillo,Terence Hill; Colin Blakely; Mimsy Farmer; Andy Luotto
Lassiter,Tom Selleck; Jane Seymour; Lauren Hutton; Bob Hoskins
Cool Hand Luke,Paul Newman; George Kennedy; J.D. Cannon; Harry Dean Stanton
Under Siege,Tommy Lee Jones; Steven Seagal; Erika Eleniak; Gary Busey
Gladiator,James Marshall; Cuba Gooding jr.; Brian Dennehy; Cara Bono
Roadie,Meat Loaf; Kaki Hunter; Art Carney; Deborah Harry; Alice Cooper
Tennessee Johnson,Van Heflin; Lionel Barrymore; Ruth Hussey; Marjorie Main
Duchess of Idaho,Esther Williams; Van Johnson; John Lund; Paula Raymond
The Wild and the Innocent,Audie Murphy; Joanne Dru; Gilbert Roland; Sandra Dee
Desire Me,Greer Garson; Robert Mitchum; Richard Hart; George Zucco
Blindsided,Jeff Fahey; Mia Sara; Ben Gazzara; Rudy Ramos
Snowbound: The Jim and Jennifer Stolpa Story,Neil Patrick Harris; Kelli Williams; Susan Clark; Alexander Ahnert
Pet Sematary,Dale Midkiff; Fred Gwynne; Denise Crosby; Michael Lombard; Blaze Berdahl; Miko Hughes; Brad Greenquist; Stephen King
Passenger 57,Wesley Snipes; Bruce Payne; Tom Sizemore; Robert Hooks
My Blue Heaven,Steve Martin; Rick Moranis; Joan Cusack; Melanie Myron
The Catholics,Trevor Howard; Martin Sheen; Cyril Cusack
Blind Side,Rutger Hauer; Rebecca De Mornay; Ron Silver
Dark Victory,Bette Davis; George Brent; Geraldine Fitzgerald; Humphrey Bogart
The Sand Pebbles,Steve McQueen; Richard Attenborough; Candice Bergen; Marayat Andrienne
Portrait in Black,Lana Turner; Anthony Quinn; Lloyd Nolan; Sandra Dee; Virginia Grey; John Saxon; Richard Basehart
Man Trouble,Jack Nicholson; Ellen Barkin; Beverly D'Angelo; Harry Dean Stanton
Used Cars,Kurt Russell; Jack Warden; Gerrit Graham; Frank McRae
Personals,Jennifer O'Neill; Stephanie Zimbalist; Robin Thomas
Open Fire,Jeff Wincott; Patrick Kilpatrick; Mimi Craven; Steph Duvall
I Wake Up Screaming,Betty Grable; Victor Mature; Carole Landis; Laird Gregar
Countdown,James Caan; Robert Duvall; Barbara Baxley; Joanna Moore
Assault on Precinct 13,Austin Stoker; Darwin Joston; Laurie Zimmer; Martin West
No Small Affair,Jon Cryer; Demi Moore; George Wendt; Peter Frechette
Cast a Giant Shadow,Kirk Douglas; Angie Dickinson; Senta Berger; Frank Sinatra; John Wayne; Yul Brynner
Children of Sanchez,Anthony Quinn; Dolores Del Rio; Lupita Ferrer; Katy Jurado
Today We Live,Joan Crawford; Gary Cooper; Robert Young; Franchot Tone
Showdown at Abilene,Jock Mahoney; David Janssen; Martha Hyer; Lyle Bettger
It Started with a Kiss,Glenn Ford; Debbie Reynolds; Eva Gabor; Gustavo Rojo
The Gazebo,Glenn Ford; Debbie Reynolds; Carl Reiner
Cat's Eye,Drew Barrymore; James Woods; Alan King; Kenneth McMillan
Defenseless,J.T. Walsh; Barbara Hershey; Sam Shepard; Mary Beth Hurt
Snake Eyes,Harvey Keitel; Madonna; James Russo; Nancy Ferrara
The Corn Is Green,Katharine Hepburn; Ian Saynor; Bill Fraser; Patricia Hayes
McQ,John Wayne; Eddie Albert; Diana Muldaur; Colleen Dewhurst
Libeled Lady,Jean Harlow; Myrna Loy; Spencer Tracy; William Powell
The Cutting Edge,D.B. Sweeney; Moira Kelly; Roy Dotrice; Terry O'Quinn
The Life and Times of Judge Roy Bean,Paul Newman; Ava Gardner; Jacqueline Bisset; Tab Hunter
Out Cold,John Lithgow; Teri Garr; Randy Quaid; Bruce McGill
Fighter Squadron,Edmond O'Brien; Robert Stack; John Rodney; Tom D'Andrea
Bullwhip,Rhonda Fleming; Guy Madison; James Griffith; Don Beddoe
Cabin in the Sky,Eddie Anderson; Ethel Waters; Lena Horne; Louis Armstrong; Rex Ingram
Sitting Bull,Dale Robertson; Mary Murphy; J. Carrol Naish
Tennessee's Partner,John Payne; Ronald Reagan; Rhonda Fleming
Dragon: The Bruce Lee Story,Jason Scott Lee; Lauren Holly; Robert Wagner; Nancy Kwan
Rapa Nui,Jason Scott Lee; Esai Morales; Sandrine Holt; Zac Wallace
Seizure,Jonathan Frid; Martine Beswick
Greetings,Jonathan Warden; Robert De Niro; Gerrit Graham; Richard Hamilton
Bridge to Silence,Marlee Matlin; Lee Remick; Josef Sommer; Michael O'Keefe
The Dark Half,Timothy Hutton; Amy Madigan; Michael Rooker; Julie Harris
Body Snatchers,Gabrielle Anwar; Meg Tilly; Christine Elise; Forest Whitaker; R. Lee Ermey; Terry Kinney
"White Hunter, Black Heart",Clint Eastwood; Jeff Fahey; George Dzundza; Marisa Berenson
The Magnificent Rebel,Karlheinz Böhm; Ernst Nadhering; Ivan Desny
Exodus,Paul Newman; Eva Marie Saint; Ralph Richardson; Lee J. Cobb
Beaches,Bette Midler; Barbara Hershey; John Heard; Spalding Grey
The Master Gunfighter,Tom Laughlin; Ron O'Neal; Lincoln Kilpatrick; Barbara Carrera
For the Boys,Bette Midler; James Caan; George Segal; Patrick O'Neal
Frankie & Johnny,Michelle Pfeiffer; Al Pacino; Hector Elizondo; Kate Nelligan
King Ralph,John Goodman; Peter O'Toole; John Hurt; Camille Coduri
Vigil in the Night,Carole Lombard; Brian Aherne; Anne Shirley; Peter Cushing
Malcolm X,Denzel Washington; Angela Bassett; Albert Hall; Al Freeman jr.; Spike Lee; Delroy Lindo; Theresa Randle; Kate Vernon; Lonette McKee; Tommy Hollis; James McDaniel; Ernest Thomas; Jean-Claude La Marre; O.L. Duke; Larry McCoy
Chaplin,Robert Downey jr.; Dan Aykroyd; Geraldine Chaplin; Marisa Tomei; Nancy Travis
Body of Evidence,Madonna; Willem Dafoe; Joe Mantegna; Jürgen Prochnow; Julianne Moore
The Alamo,John Wayne; Richard Widmark; Laurence Harvey; Frankie Avalon
Chameleon,Bob Glaudini; Nick Richardson; Lee Kissman; Kathlee McKay
Nightmare 3,Heather Langenkamp; Patricia Arquette; Robert Englund
Happy Together,Patrick Dempsey; Helen Slater
Other People's Money,Danny DeVito; Gregory Peck; Penelope Ann Miller; Piper Laurie
Klute,Jane Fonda; Donald Sutherland; Charles Cioffi; Roy Scheider
Hudson Hawk,Bruce Willis; Danny Aiello; Andie MacDowell; James Coburn
The Man with Bogart's Face,Robert Sacchi; Misty Rowe; Michelle Phillips; Franco Nero; Yvonne De Carlo
Don't Go Near the Water,Glenn Ford; Fred Clark; Gia Scala; Romney Brent; Anne Francis; Keenan Wynn
The Competition,Richard Dreyfuss; Lee Remick; Amy Irving; Sam Wanamaker
The Younger Brothers,Wayne Morris; Janis Page; Bruce Bennett; Geraldine Brooks
The Unsinkable Molly Brown,Debbie Reynolds; Harve Presnell; Ed Begley; Jack Kruschen
The Keep,Scott Glenn; Alberta Watson; Jürgen Prochnow; Gabriel Byrne
House of Bamboo,Robert Ryan; Robert Stack; Shirley Yamaguchi
Across the Wide Missouri,Clark Gable; Ricardo Montalban; John Hodiak; Adolphe Menjou
The Gun Runners,Audie Murphy; Eddie Albert; Everett Sloane; Patricia Owens; Richard Jaeckel
Benny & Joon,Johnny Depp; Mary Stuart Masterson; Aidan Quinn; Julianne Moore
A Far Off Place,Reese Witherspoon; Ethan Randall; Maximilian Schell; Jack Thompson
Murder of Innocence,Valerie Bertinelli; Stephen Caffrey; Graham Beckel; Jerry Hardin
Kings Row,Ann Sheridan; Robert Cummings; Ronald Reagan; Ernest Cossart
The Stalking Moon,Gregory Peck; Eva Marie Saint; Robert Forster; Nolan Clay
Paris Trout,Dennis Hopper; Barbara Hershey; Ed Harris; Ray McKinnon
Clean and Sober,Michael Keaton; Kathy Baker; Morgan Freeman
Cold Heaven,Theresa Russell; James Russo; Mark Harmon; Talia Shire
Heart of a Child,Ann Jillian; Michele Greene; Bruce Greenwood; Terry O'Quinn
"Walker, Texas Ranger",Chuck Norris; Noble Willingham; Sheree J. Wilson; Clarence Gilyard
Deliverance,Jon Voight; Burt Reynolds; Ronny Cox; Ned Beatty; Ed Ramey
Bugsy,Warren Beatty; Annette Bening; Harvey Keitel; Ben Kingsley
Glory,Matthew Broderick; Denzel Washington; Cary Elwes; Morgan Freeman
Brannigan,John Wayne; Richard Attenborough; Judy Geeson; Mel Ferrer; John Vernon
Beethoven,Charles Grodin; Bonnie Hunt; Dean Jones; Oliver Platt
Bob & Carol & Ted & Alice,Natalie Wood; Robert Culp; Elliott Gould; Dyan Cannon
The Black Legion,Humphrey Bogart; Erin O'Brien Moore; Dock Foran; Ann Sheridan
The Giant Spider Invasion,Barbara Hale; Steve Brodie; Leslie Parrish; Alan Hale
None But the Brave,Frank Sinatra; Clint Walker; Tommy Sands; Tony Bill
The Spoilers,Anne Baxter; Jeff Chandler; Rory Calhoun; Barbara Britton
2010,Roy Scheider; John Lithgow; Helen Mirren; Bob Balaban
T.R. Baskin,Candice Bergen; Peter Boyle; James Caan; Marcia Rodd
Whispers in the Dark,Anthony La Paglia; Annabella Sciorra; Alan Alda; Jill Clayburgh; John Leguizamo
Mogambo,Clark Gable; Ava Gardner; Grace Kelly; Donald Sinden; Philip Stainton
